filename,width,height,class,xmin,ymin,xmax,ymax
007eb1fc3d58c86131989784a81e6615,628,800,E2,402,341,538,438
007eb1fc3d58c86131989784a81e6615,628,800,E2,269,427,399,518
007eb1fc3d58c86131989784a81e6615,628,800,E2,157,609,278,692
007eb1fc3d58c86131989784a81e6615,628,800,E2,355,625,477,708
007eb1fc3d58c86131989784a81e6615,628,800,E2,267,687,386,769
0081dca65c2991b4c145de6af9845946,1000,667,B2,50,418,952,519
008f4dc1928d36913ad0ae7d93c12a58,3788,2526,F35,1960,637,2418,784
008f4dc1928d36913ad0ae7d93c12a58,3788,2526,F35,1345,1652,1568,1719
008fb1ddb011b63cc0b9c6107e79589f,1024,723,US2,199,350,682,670
008fb1ddb011b63cc0b9c6107e79589f,1024,723,US2,326,50,887,452
00935c77afba93917a253d8d47dba0f5,1600,1067,Tu160,1,320,1600,911
009a5b410ff34d171280c1135e15c011,1280,852,C5,482,413,745,542
00a146155690879cedf0b20325b0ba18,2200,1600,F15,556,760,1317,1018
00a174c977e5a4c112422ddbec8d9266,4288,2848,E2,1869,1046,2146,1510
00afb4420bdce881ad216867c713c800,1200,800,Mig31,299,197,1102,569
00b2add164cb42440a52064e390ea3d2,1280,850,B1,322,112,893,618
00b627cb5578bb036edb01cdcf7b56d9,1300,867,F35,607,204,1202,529
00b71e10fbe9e5bc833fea089cb512f0,4096,2725,F22,1,1,4096,2725
00c09f406d31a0cd9402862fbd26d930,1800,1200,A10,32,60,1800,766
00c0df556f07c96cdb0db68a1e56046c,2048,1152,B2,412,569,605,587
00c0df556f07c96cdb0db68a1e56046c,2048,1152,B2,1364,589,1585,609
00c469711cece905455462094a77cc4f,1000,613,Tu160,1,143,991,440
00c469711cece905455462094a77cc4f,1000,613,Tu160,25,423,1000,613
00c54e200e0d868faac8c55bfca70dbe,1200,1200,V22,647,521,973,768
00cca7071121992f472ed2f15667d789,1920,1080,US2,837,562,1225,678
00d4b7ea93ca1417393007c61c519f88,1200,675,A10,560,308,647,329
00db76f676528477c66c93c7d24d7524,1280,857,F117,176,263,1280,553
00dfd9dc1a4fe3d0a32f01cee1e3928c,6016,4016,C130,2893,598,5160,1248
00ea3b9658576d41ec570bd558e81fe4,1000,602,E7,276,106,884,337
00ea3b9658576d41ec570bd558e81fe4,1000,602,F15,346,455,486,508
00ea3b9658576d41ec570bd558e81fe4,1000,602,F15,498,456,640,510
00ebecac178be3c3890a067d6a28234e,960,640,C5,58,133,889,397
00ee2f5b81e8ff2f65cfa959cf30ef02,960,720,XB70,2,64,960,666
00f4279089ddc0d40e1470894f827f2e,2048,1365,C5,875,398,1110,629
00fb573c1614ee17103ae94d74fefddb,2048,1531,EF2000,46,98,1978,914
01083dc947495bced28253b764a56460,1024,576,F35,80,162,595,401
010b83d85e8bdbea1edac418d3b1da48,1300,731,F18,385,140,713,318
010b83d85e8bdbea1edac418d3b1da48,1300,731,F18,566,254,824,427
010b83d85e8bdbea1edac418d3b1da48,1300,731,F18,376,339,706,506
010b83d85e8bdbea1edac418d3b1da48,1300,731,F18,260,213,589,390
01169f9ba735dfcb46dab62bc5649de9,4096,2725,A10,2579,216,2778,429
011ced9d123e0da9c289e94a3b11165e,1200,675,V22,86,193,1147,479
012c84db283e21907b9ccddfaec7e1ff,1920,1280,F18,285,147,1534,1070
012da930e0406f7ffe8e0f3af74fed0e,1600,1067,C130,802,798,1337,961
012da930e0406f7ffe8e0f3af74fed0e,1600,1067,B2,36,375,1555,616
0133451fe0ca714bbaedc4db40a01a7e,1623,1080,B1,278,616,827,769
0133451fe0ca714bbaedc4db40a01a7e,1623,1080,F15,929,283,1130,352
0133451fe0ca714bbaedc4db40a01a7e,1623,1080,F15,1149,190,1339,249
014240b10dffa805240c72655e357866,1984,1488,U2,874,745,1063,801
014313402292d8dbc688f9f1c50fa0ad,1280,853,AG600,67,290,1214,587
0152de18ba102f814ea28f5719f866dc,1920,1080,RQ4,1627,328,1782,486
0152de18ba102f814ea28f5719f866dc,1920,1080,RQ4,401,274,617,353
0152de18ba102f814ea28f5719f866dc,1920,1080,RQ4,140,278,355,358
0152de18ba102f814ea28f5719f866dc,1920,1080,RQ4,142,662,357,740
0152de18ba102f814ea28f5719f866dc,1920,1080,RQ4,408,660,624,738
0152de18ba102f814ea28f5719f866dc,1920,1080,U2,786,539,957,644
0152de18ba102f814ea28f5719f866dc,1920,1080,U2,1027,535,1199,641
0152de18ba102f814ea28f5719f866dc,1920,1080,U2,1267,535,1439,640
01539e41503813d687505821b66913de,1300,868,B2,1,307,1300,678
015b76d5b1b791ae276d79e6ce20cf91,960,1280,C5,20,315,803,579
01663dbe73c573696bc11ef6a9127e32,1080,574,SR71,73,1,978,574
016fa8924fc440011da60cf62d87adf4,2000,1333,J10,362,543,905,707
016fa8924fc440011da60cf62d87adf4,2000,1333,J10,1000,731,1383,851
01724da104b0b0ab9f9b74cb4afcf293,1280,797,F22,6,186,289,299
01724da104b0b0ab9f9b74cb4afcf293,1280,797,F22,806,163,1259,303
01731aca78a6a1b8a90217714b0ba98d,1200,786,RQ4,1,1,1200,385
0173a2a50e5365c920224ed4de9bfad5,2400,1600,RQ4,685,781,1844,961
0173b9cb6de97440d92705a5369857dc,1200,800,V22,85,354,755,622
01742519344097097dd43a29597b885d,1280,836,F16,55,22,1229,707
017c44c4dc365ec23fff7ac6bda62d70,1760,1760,F35,1432,1013,1700,1155
017c44c4dc365ec23fff7ac6bda62d70,1760,1760,F35,77,925,378,1088
017e4cb7ca8ff5856dcbfeb664346527,4288,2848,Mirage2000,1651,1549,2505,2427
017f77f4fb856120d054a4b9f4f1e4ae,600,449,AV8B,171,19,396,128
017fe119f88f70c68b0dd9d4bae77845,1500,1000,F35,449,349,1064,717
01835356ae79102991c9974d480d3c92,4288,2848,E2,2262,829,2634,1810
018a7f386182f9d145034d6dfe8007d1,960,640,J10,193,319,348,374
018a7f386182f9d145034d6dfe8007d1,960,640,J10,434,354,587,409
018a7f386182f9d145034d6dfe8007d1,960,640,J10,246,370,397,424
018a7f386182f9d145034d6dfe8007d1,960,640,J10,24,237,186,293
018a7f386182f9d145034d6dfe8007d1,960,640,J10,287,422,434,475
018a7f386182f9d145034d6dfe8007d1,960,640,J10,655,359,808,414
018be2d334e487da479adb3eb43eff82,4096,2334,Mirage2000,2234,403,4072,947
018be2d334e487da479adb3eb43eff82,4096,2334,EF2000,246,357,2080,981
018f9df9e1087c69a2fccde8c1a36594,1408,1056,Tu95,338,138,1281,791
019754939949887e2b08b54cf9c69afe,5034,3340,F35,410,957,4867,2930
0199df62a391865326a5150d525e702f,4096,2731,Rafale,1897,269,2096,404
0199df62a391865326a5150d525e702f,4096,2731,Rafale,2699,272,2899,409
0199df62a391865326a5150d525e702f,4096,2731,E2,2148,139,2639,306
019eb892b079c917fb4ce69408caa303,1620,1080,F35,582,359,1077,820
019f7906eb4c9cb55d26eaf85a55c888,1161,2048,F117,569,1063,659,1128
01a8c20ab6d9eb48dff388dadae04367,4288,2848,Mirage2000,1630,1258,2102,1602
01a9523f09174abae4f2b63e52a99482,4096,2725,Rafale,3300,1628,3968,1944
01a9523f09174abae4f2b63e52a99482,4096,2725,Rafale,2184,1619,2826,1935
01a9523f09174abae4f2b63e52a99482,4096,2725,Rafale,1712,1811,3602,2489
01a9523f09174abae4f2b63e52a99482,4096,2725,Rafale,188,1533,644,1772
01a9523f09174abae4f2b63e52a99482,4096,2725,Rafale,1079,1474,1350,1613
01a9c84cf8d5523da74a5a3e3ddc535f,2500,1667,Rafale,1992,829,2349,961
01a9c84cf8d5523da74a5a3e3ddc535f,2500,1667,Rafale,423,919,765,1048
01a9c84cf8d5523da74a5a3e3ddc535f,2500,1667,A400M,721,521,2056,887
01ac65af6d3effdfe085aaaacc4caf08,1600,1068,MQ9,332,832,427,893
01b296b342b0a2a61628bedc371aca6c,4096,2725,B1,2791,1835,3308,1972
01b296b342b0a2a61628bedc371aca6c,4096,2725,B1,1,1951,300,2041
01b296b342b0a2a61628bedc371aca6c,4096,2725,B1,1,1,4096,2307
01b453062e65546fc504dfb90581daf0,2100,1500,F14,1704,943,2069,1173
01b453062e65546fc504dfb90581daf0,2100,1500,C5,1,104,1718,1275
01b50c737e8bc7197267f7ffc0dd3940,1800,1200,F15,727,325,1153,513
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,52,1014,552,1316
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,300,1056,890,1390
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,711,1142,1424,1559
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,918,831,1440,1126
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,1528,907,2174,1302
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,1918,940,2651,1379
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,1685,489,2246,801
01b9cf540f93038af148ceeb14a17041,2907,2227,B52,2187,429,2833,793
01bcc619b9718462686821a90ba7f5dc,1080,1080,F35,137,468,747,675
01bcd847232dd6d65ed07606fd537400,800,1162,F16,193,200,609,903
01c1ba8e9a4d1a39669ba8dd1689dacc,729,576,F4,54,172,545,356
01c1bbe086ccd2a86ff839287bb7d7e6,1280,960,YF23,716,725,1280,960
01c1bbe086ccd2a86ff839287bb7d7e6,1280,960,YF23,7,16,877,694
01c2435888ca6cb8e59eaf199d85b608,2580,1935,C130,1,69,1533,1006
01cc16d38c49a3ecc2aec7f12a6a0656,1707,2560,F35,385,1926,1401,2418
01ccb857a1933b7f869232dbe4ac83b8,1620,1080,US2,394,308,1605,1009
01df2c628fb34c5393240760f8192615,900,600,C2,1,98,900,547
01df70fc8d7d21e10be2655935421043,563,451,XB70,14,134,544,290
01dfc1161077886eab0fcfa7dd73bae2,1920,638,F14,1032,139,1872,431
01e4d99acc4167f2f5b3b63102c80019,1024,808,F18,114,57,768,299
01e4d99acc4167f2f5b3b63102c80019,1024,808,F4,95,274,1004,645
01ec1bf3a71092f2c9cfe3bf34135ae4,4096,2304,US2,1675,845,2237,1079
01ed4d81c5d733cbaa266b6ea7821254,4096,3163,A10,2803,1334,3529,1521
01eec1ab0a324ad589c8966ef232abc5,680,460,A400M,124,133,496,253
01f383d5b982cf4a9b7de72d47247048,2500,1664,Rafale,701,986,1052,1135
01fc38f911bdae9d15d4e7373c6394ed,2881,1921,B52,2095,381,2223,445
01fc38f911bdae9d15d4e7373c6394ed,2881,1921,B52,2422,464,2551,517
01fc41e0e2a068bdb46341bea333cd1c,692,1011,F14,230,402,338,456
01fc41e0e2a068bdb46341bea333cd1c,692,1011,F14,403,499,575,584
01fc41e0e2a068bdb46341bea333cd1c,692,1011,F14,38,679,677,965
01fc41e0e2a068bdb46341bea333cd1c,692,1011,F18,52,48,648,325
01fcc92616f43f46c5356f82eb1e9b77,1234,764,J10,39,84,1183,618
02005cad192382d6bc9daf4528ba4682,3000,2043,F15,1,159,3000,1979
02013d7accc296d5d52bc297dfa760c6,1617,1080,JAS39,1,1,1517,865
020653810498d88bb5c0128b69ad2f42,501,747,SR71,38,275,441,405
02077e52bc18c0b141ddcb213dc4548e,2400,1544,B1,947,712,1450,840
020af567493f537753d55ea9952be4c0,1600,1076,SR71,260,391,1410,744
020eaf5e1e54dc48d9278cf58e5d0afa,1200,662,B1,435,161,493,229
020eaf5e1e54dc48d9278cf58e5d0afa,1200,662,B2,485,144,558,180
020eaf5e1e54dc48d9278cf58e5d0afa,1200,662,B52,578,170,659,244
020f5a36dde26e70f0b8de4fc5020eb6,1440,960,JAS39,404,404,807,596
0219f152494be3d3caa07264ad61887e,2517,1693,F14,1739,216,2020,366
021a559b6c0aa0ef049d86e27a1f6804,2608,1739,Su34,1223,737,1279,848
021fca2fe56a5ff8277e93812d237384,989,452,Su57,6,3,340,149
0220f8710a7eb193438d9546470b0bc3,4096,2926,A10,2207,931,2414,1222
02275db7970429abf002b1d1d1192869,1623,1080,B1,367,525,626,628
02275db7970429abf002b1d1d1192869,1623,1080,B1,1094,351,1335,441
022788bf92d3f8f46d673f7a0c944b6d,2000,1126,MQ9,618,517,1221,658
022788bf92d3f8f46d673f7a0c944b6d,2000,1126,MQ9,415,460,1862,1014
0230fb949ec1e771e9fac633f4f0e90c,1199,800,V22,72,271,1048,745
023193e06c26efd65595b66dd4e4c912,2383,1609,C5,1666,458,2001,849
023a5e710b65b19cf021411d82e329a8,4288,2848,E2,2147,1172,3234,1543
023b32ea680c00d59c34f254b87400f6,3205,2089,F14,2619,39,2869,188
023b32ea680c00d59c34f254b87400f6,3205,2089,F14,2469,174,3118,548
023b32ea680c00d59c34f254b87400f6,3205,2089,F14,2106,1086,2841,1353
023b32ea680c00d59c34f254b87400f6,3205,2089,F14,1842,1401,2934,1906
023b32ea680c00d59c34f254b87400f6,3205,2089,F14,48,1639,789,1828
023b32ea680c00d59c34f254b87400f6,3205,2089,F14,25,727,815,950
023c543db8ac3487a3f9030b933ec598,768,359,J10,7,14,762,351
023cc897edc78f676fd1f2f347d80e83,1195,630,F14,539,86,774,298
023cc897edc78f676fd1f2f347d80e83,1195,630,F14,16,235,449,538
023efda1509e005853e6eb9479427ff3,1024,576,F16,488,321,542,374
024048c6def6705a20233517b3ab267b,1200,675,V22,140,88,478,196
024048c6def6705a20233517b3ab267b,1200,675,V22,600,259,922,357
024048c6def6705a20233517b3ab267b,1200,675,V22,420,435,685,532
024935fca7e34a4ffd001a205eadbe58,1920,1281,Rafale,1232,566,1386,740
024935fca7e34a4ffd001a205eadbe58,1920,1281,Rafale,306,747,370,873
024aa23981aacd4cb9b32e6f976d9b5a,640,905,F35,275,331,351,381
024d316337dda344d74ff89c1cfd97b7,4096,2726,MQ9,1,1,4096,2616
025059197f6b7296b33dc62cc55e4f31,4096,2725,V22,2945,968,3068,1040
0253a176eff9b7b4b8f91429b513b8cf,4096,2731,F18,2172,909,2653,1274
025b1fabecb7f37e355c0a0e0c6fdea0,1920,1080,Su34,746,530,912,662
0260228abea9be9108208c48bd3e11be,564,673,SR71,273,319,553,615
02603f28fc8e14b08dfff751d0257860,2000,1334,AG600,216,398,1955,1077
0264281592520685b7c6505d2819769f,474,1934,P3,7,91,474,218
0264281592520685b7c6505d2819769f,474,1934,P3,23,300,464,540
0264281592520685b7c6505d2819769f,474,1934,P3,12,751,446,871
0264281592520685b7c6505d2819769f,474,1934,P3,32,1251,464,1489
0264281592520685b7c6505d2819769f,474,1934,P3,266,1109,456,1258
0264281592520685b7c6505d2819769f,474,1934,P3,32,1624,451,1887
0266d078bb467076817b8e7c58490a46,950,633,V22,150,1,839,633
026ec25a6292c545294a397deb5948d5,1920,1080,F16,527,120,1084,386
026ec25a6292c545294a397deb5948d5,1920,1080,F16,629,42,1797,1059
026ec25a6292c545294a397deb5948d5,1920,1080,F16,113,403,636,808
0270ff077bad1a1be7eb92a0e82cd107,1408,577,B1,375,222,1020,368
0270ff077bad1a1be7eb92a0e82cd107,1408,577,B1,862,255,952,274
02734fcb986f51711325d049ec55d14e,1200,800,F4,121,297,1158,725
02734fcb986f51711325d049ec55d14e,1200,800,F15,965,263,1043,292
0277729d77cb3d64a98716a2c95ffba5,1200,675,F16,96,53,939,480
02785b7f8e63e54cc31aa80accc6e590,720,1280,V22,135,72,255,128
02785b7f8e63e54cc31aa80accc6e590,720,1280,V22,322,147,420,187
02785b7f8e63e54cc31aa80accc6e590,720,1280,V22,28,102,156,151
02785b7f8e63e54cc31aa80accc6e590,720,1280,V22,688,581,717,593
02785b7f8e63e54cc31aa80accc6e590,720,1280,V22,604,572,636,585
02785b7f8e63e54cc31aa80accc6e590,720,1280,V22,632,564,669,578
0285d1b04f2c55e90f78a072446e4fd3,1200,675,V22,671,339,698,352
0287dfd7f0c8979644e2c73370b9722f,1200,800,US2,205,221,629,343
028b2749c6566e8e3a3776dcdcac802a,564,628,F16,22,63,535,569
028c287e881d008fd90801dff58a91f9,2731,4096,C130,864,763,1439,982
028cdda5e40e0c822730f9b8acd9f445,1200,799,US2,1,1,1200,637
028d8d73d48e4368732b3167c4550398,2029,1755,C130,1208,1348,1728,1737
028d8d73d48e4368732b3167c4550398,2029,1755,C130,216,15,737,450
028fe315f92b6000e7ed70d52d676a9a,1832,944,C17,584,234,1489,530
02916fb3b72623235bd3a5c44e56a0e7,1600,1067,U2,946,358,1144,390
0291d4a8c97c14ec69809bd5cc77634d,1280,720,F16,40,229,1255,613
0291d4a8c97c14ec69809bd5cc77634d,1280,720,F16,1,321,401,533
0292af8da3ade31338ecaa005b18e050,3888,2592,V22,1567,1121,1894,1292
029951993b9278dbc2f7f88755d79d7b,1600,1078,SR71,284,437,1440,733
02995efe494d437a562b788de1c1836d,2100,1395,F15,855,137,1075,277
02995efe494d437a562b788de1c1836d,2100,1395,F4,944,335,1131,455
02995efe494d437a562b788de1c1836d,2100,1395,F117,1192,486,1414,616
02995efe494d437a562b788de1c1836d,2100,1395,F22,1501,632,1731,771
02a0a447a3bcc9cf947e149f881eaf9a,510,680,C2,217,282,291,332
02a2553cb52350da268a0c93125fd651,4096,2731,C130,1,41,4096,1791
02a412b9229b8ca99896791056474ac6,3474,2316,F117,935,1228,1993,1638
02a4ee802946ee1b05e3ebcc79f4b3c5,3600,2400,E7,1,1,3600,2400
02a6dc27eafaacabeca6bf7e32a4130e,1200,748,AG600,1,65,1200,722
02a6dc27eafaacabeca6bf7e32a4130e,1200,748,AG600,1,1,1200,748
02ad97f03c7abed5eb68b21d3be45113,1280,856,F14,70,138,1076,691
02ad97f03c7abed5eb68b21d3be45113,1280,856,F18,812,53,1280,445
02b11e7586e218a65e62742ccaaafca9,1920,1080,F18,464,426,1242,742
02b11e7586e218a65e62742ccaaafca9,1920,1080,F18,1792,134,1920,191
02be7b39398493666593021f7d797c6f,2509,1698,C5,2067,96,2425,306
02c055a99b4b1054aa46eb299945e6ac,706,471,Be200,44,135,672,312
02c66bc41180665edf37ff4caf7bc1e4,994,1023,Su24,359,739,880,930
02c66bc41180665edf37ff4caf7bc1e4,994,1023,Su24,104,98,647,299
02c8beffaa1d1130f50338336a13e81b,1088,725,F18,310,294,615,400
02cabec238502adc45413a6336e63b1b,2830,1964,E2,982,1,2239,1769
02cf490c16553169edf7a31d27cea041,1000,650,F117,27,88,965,481
02d408885ea1339fac6e2344086599ab,4500,3000,C130,1210,226,2296,913
02d7f130bf47041600a914a5a268de3b,4608,2592,US2,2437,1308,3095,1662
02d89056396c51893367c9d977e43568,5617,2933,A10,1877,1481,3281,1861
02d89056396c51893367c9d977e43568,5617,2933,A10,4407,1103,5184,1297
02de038f760f407dff604b1586f7ca18,2048,798,MQ9,682,466,1381,617
02de038f760f407dff604b1586f7ca18,2048,798,MQ9,1261,453,1865,625
02de1a52b8b989ec20a0c38ebee2069a,680,408,C17,462,81,680,166
02de1a52b8b989ec20a0c38ebee2069a,680,408,C2,15,38,680,323
02df5f88c2dd366113aa6abc906e8b83,1024,676,US2,329,210,1003,478
02f9db60647368db7a7651d2b24531ed,680,510,Tu95,115,162,456,356
02fd2c6294a60bff42fe623a5d3ee1e0,2048,1152,F117,933,398,1152,683
0300b4ef895e982b43c18e4876ce131e,2642,1887,AV8B,979,440,2400,1000
031726327f5f51788fbf03a1dc69527d,3000,2357,C130,692,241,2285,643
0317e53c2c0de47c3e435c8885d5af29,1024,683,F18,652,239,1004,375
0317e53c2c0de47c3e435c8885d5af29,1024,683,AV8B,35,259,313,373
03250223a5bc0fb5bb7729638a95b2ea,1280,888,Su24,243,1,1009,808
032ace711c5475c6b769b570c51211ab,564,359,XB70,1,160,327,232
032ace711c5475c6b769b570c51211ab,564,359,B1,253,156,564,240
032ca8dc56e66347dc111b9d2bca2c94,2000,1335,JAS39,1357,992,1560,1048
032ca8dc56e66347dc111b9d2bca2c94,2000,1335,JAS39,709,936,909,990
032ca8dc56e66347dc111b9d2bca2c94,2000,1335,JAS39,140,888,337,944
032ca8dc56e66347dc111b9d2bca2c94,2000,1335,B1,802,249,1691,456
032e022f6030e30ea65fb691f4b544c1,1600,1206,U2,604,425,902,484
032e74957c91e3c396fe656d5d9453dd,600,428,SR71,70,14,546,313
033bad549e9a5f11329d0ab2cf089c91,644,960,A10,1,1,644,951
033bc90c4bbd6c066a5fe0ee608688fa,4032,3024,RQ4,826,1705,3716,2394
034184cf51688937fcd66fcf95af0c0d,1200,675,US2,545,337,687,390
0342cd0fcf5b6797f0fd7ee7b34324a1,1280,853,C2,155,1,960,320
034c44a6029162f6e955bc5cc523dce9,680,460,B2,41,131,680,357
03541937a2b938d05390468fbf3275d1,3360,2240,Tornado,743,861,1378,1182
03541937a2b938d05390468fbf3275d1,3360,2240,Tornado,1471,1023,2091,1298
03541937a2b938d05390468fbf3275d1,3360,2240,Tornado,2386,1168,2994,1447
036179030343756747dc138155a452db,2511,1705,F117,1898,338,2382,622
036179030343756747dc138155a452db,2511,1705,F4,1621,953,2058,1156
036179030343756747dc138155a452db,2511,1705,A10,104,646,507,910
0366e9b9b25ca38d17fda3eb0032b009,1928,2892,F22,369,264,819,1239
0366e9b9b25ca38d17fda3eb0032b009,1928,2892,F15,1139,1190,1504,1739
0371853aebd3ce544c156a09832533dd,1330,904,F14,494,393,862,524
03724b4ecc0e50491a0156d09356f327,1920,1019,B2,1022,709,1920,931
037a7df4e851b9c4c6995fb89a74ed6c,1024,768,F16,97,131,1024,553
038ca3bc0953fb245881c645daabc02b,2400,1470,Tu160,301,744,738,848
038ca3bc0953fb245881c645daabc02b,2400,1470,Tu160,372,512,830,633
038ca3bc0953fb245881c645daabc02b,2400,1470,Tu160,1758,547,2209,663
0390fd1cbc71c9dc1d08d7141e581eb9,4092,2240,A10,2937,458,3059,490
0390fd1cbc71c9dc1d08d7141e581eb9,4092,2240,A10,2704,335,2780,392
0390fd1cbc71c9dc1d08d7141e581eb9,4092,2240,B2,197,983,2809,1266
0390fd1cbc71c9dc1d08d7141e581eb9,4092,2240,B2,2660,1083,4092,1254
03911098dd43bda26a03427eaf04c11b,4096,2720,F22,859,888,1966,1208
03911098dd43bda26a03427eaf04c11b,4096,2720,F35,1888,1032,2590,1201
0397c5392ba5190f798fe04de92d52dc,965,579,C5,409,59,965,462
039cc86f230c8126c96d72c1701de246,4096,2730,F16,803,1406,3261,2550
03a5ae1f0c4e1104550c382ef1889dc1,3484,1750,C130,2248,1553,2351,1681
03a894a3c1d20b81d9623598317c3019,1143,1600,B1,207,224,1143,1374
03a8ab841845bd8c57623f38a55f95cd,1146,694,F16,313,331,457,415
03abb6cd9b107dfa28de1cc3fa93f6da,1200,2208,F117,180,1039,829,1219
03b7697c8965916814adbcf2e93a6c0a,1280,1600,B1,306,684,978,848
03b84839ca5a7fa48209f714241b6ef5,1000,667,F35,750,421,899,480
03b84839ca5a7fa48209f714241b6ef5,1000,667,F35,70,413,230,476
03bb3036b360cdcfe3f833a9aa86f15d,1500,1000,Tu160,378,25,1033,658
03bee5224965f2d87bd397b7ddd50875,728,455,SR71,25,61,713,329
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2063,1208,2153,1319
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2201,1089,2293,1211
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2329,992,2419,1099
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2460,875,2551,982
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2777,399,2874,503
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2410,443,2507,532
03c7df78a1353e21ca5082a7652eb2b0,3504,1825,V22,2462,521,2563,619
03c9ba9a9d35977dee2c6841f948296c,2000,1365,F22,686,1014,1028,1200
03c9ba9a9d35977dee2c6841f948296c,2000,1365,F22,1005,440,1485,588
03c9ba9a9d35977dee2c6841f948296c,2000,1365,B2,1232,136,1720,336
03c9ced5694c949094b1ad78fff05c10,1260,1260,US2,455,634,585,713
03cb9dd1710ef0eb165be3ff44b8ef70,1920,1054,F15,721,443,945,627
03cb9dd1710ef0eb165be3ff44b8ef70,1920,1054,F15,1055,375,1256,532
03cb9dd1710ef0eb165be3ff44b8ef70,1920,1054,Mirage2000,1553,289,1665,381
03cb9dd1710ef0eb165be3ff44b8ef70,1920,1054,Mirage2000,210,233,326,324
03cb9dd1710ef0eb165be3ff44b8ef70,1920,1054,Rafale,375,333,532,456
03cb9dd1710ef0eb165be3ff44b8ef70,1920,1054,Rafale,1318,324,1463,435
03d365acd71faea9e796a25e6e9e4413,784,1197,J20,251,523,537,766
03d5a31cb343f84b6745566c5671075c,1200,810,Be200,10,34,1019,323
03daa4d8c363d13103e1c3c25f73eeef,3517,1813,J20,162,837,253,920
03e669c411a6785410eb73312a9b2fac,900,675,C5,361,360,470,418
03e7dd6896f2169a2a94344b0b2fc254,1772,1181,Mig31,1,277,1772,903
03f0ca44cd84ca32fae37a1d757c9fb1,960,617,J10,148,173,443,359
03f0ca44cd84ca32fae37a1d757c9fb1,960,617,J10,537,264,849,454
03f0fc05d0359b4155ba437cfb518a19,1300,868,F15,1,10,1287,784
03f7bc02b925509cb507d2f4b9725e4e,1024,632,J20,246,318,384,372
03f7bc02b925509cb507d2f4b9725e4e,1024,632,J20,662,181,798,233
